,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5619,568856846523502594,negative,1.0,Late Flight,1.0,Southwest,,KierstinKrul,,0,"@SouthwestAir 4 hour delay in ATL due to ""air traffic control""....love missing an entire day of my vacation #unhappycustomer #mytimeismoney",,2015-02-20 11:36:55 -0800,,Quito
12771,570031615130394624,positive,0.6708,,,American,,Princessk91,,0,@AmericanAir thanks 😩. idk if it still Late Flight but I hope I get it tonight 😭,,2015-02-23 17:25:02 -0800,☀️SoFla☀️,Atlantic Time (Canada)
4606,569983511609757696,neutral,0.6634,,0.0,Southwest,,djplays,,0,@SouthwestAir no fare giving out clues.  In route now.,,2015-02-23 14:13:53 -0800,,
12615,570087022292905985,positive,0.6702,,,American,,fmisle,,0,@americanair Not surprised that you were the Fastest Responding US Brand on Twitter for Q2 + Q3 2014. Also 10th fastest in the world in Q3,,2015-02-23 21:05:12 -0800,"San Antonio, TX / Boston, MA",Eastern Time (US & Canada)
5495,568946686896132096,negative,1.0,longlines,0.6909,Southwest,,LukeGUlrich,,0,@SouthwestAir there's an hour wait here for reFlight Booking Problems in line at Omaha.,,2015-02-20 17:33:55 -0800,"Omaha, NE",Central Time (US & Canada)
6142,568183277774868480,neutral,1.0,,,Southwest,,2Hats1Mike,,0,@SouthwestAir Do you anticipate any Cancelled Flightlations for flights out of Nashville tomorrow? Thank you!,,2015-02-18 15:00:24 -0800,"Buffalo, NY",Eastern Time (US & Canada)
11088,568517827482685440,positive,1.0,,,US Airways,,sherrylweir,,0,"@USAirways - love the changes in the lounge - cheese, veggies, olives in addition to the crackers and snack mix,",,2015-02-19 13:09:47 -0800,,Quito
10460,569278421743878144,negative,1.0,Can't Tell,1.0,US Airways,,msk2216Matt,,0,@USAirways why the hell u left *alliance and joined 1world is beyond me not a smart move time to start looking at other carriers,,2015-02-21 15:32:07 -0800,,
13487,569850912451072000,negative,1.0,Customer Service Issue,0.7225,American,,whyemes,,0,@AmericanAir stiiiil waiting. Please respond as my flight leaves in 2 1/2 hrs,,2015-02-23 05:26:59 -0800,,
1563,569664250521763840,neutral,0.6559999999999999,,0.0,United,,emilygalati,,0,"@united can I get on a stand by list from ASE to ORD? I'm the only poor person in Aspen, that's why I'm asking for standby on twitter.",,2015-02-22 17:05:15 -0800,"Chicago, IL",Mountain Time (US & Canada)
312,568792520337039360,neutral,1.0,,,Virgin America,,mlbkid162,,0,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,,2015-02-20 07:21:19 -0800,New york,
7709,569328773876871168,negative,1.0,Lost Luggage,0.6742,Delta,,nonchalantCUNT,,0,@JetBlue she has...she hasn't heard from anyone in over a week. a nonstop flight and her baggage was lost/stolen. customer service 👎,,2015-02-21 18:52:11 -0800,"ÜT: 33.724561,-84.565845",Quito
12219,570259700937134080,neutral,0.7068,,0.0,American,,Jacqueline062,,0,“@AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/tY9C0Gae2o” Lol,,2015-02-24 08:31:22 -0800,"Dallas, Texas",Central Time (US & Canada)
12178,570268646544510976,negative,1.0,Customer Service Issue,0.3555,American,,weezerandburnie,,0,@AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care,,2015-02-24 09:06:55 -0800,Belle MO,
2104,569366889719304192,negative,1.0,Can't Tell,1.0,United,,Boards707,,0,@united 20 yrs of flying Continental/united exclusively I get why everyone hates you - fl1289sfo/EWR #getmeoffrhisFUCKINplane,,2015-02-21 21:23:39 -0800,"Belmar, NJ",Eastern Time (US & Canada)
14332,569631860885577729,negative,1.0,Bad Flight,0.6952,American,,Aero0729,,0,@AmericanAir this might look good but the pita is inedible. Last year delicious shrimp cocktail. This year garbage http://t.co/Sotl8XQsrp,,2015-02-22 14:56:33 -0800,,
12187,570267066919313408,negative,1.0,Bad Flight,0.6721,American,,weezerandburnie,,0,@AmericanAir we have been advised to turn this issue over to the police due to the sexual assult THANK YOU FOR ALLOWING THAT ON YOUR PLANE!,,2015-02-24 09:00:38 -0800,Belle MO,
4629,569975026239164416,positive,0.6676,,0.0,Southwest,,KatePatay,,0,@SouthwestAir Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givethemraises,"[39.50503682, -119.77382751]",2015-02-23 13:40:10 -0800,"Reno, NV",Alaska
1397,569741986502041602,negative,0.6501,Flight Attendant Complaints,0.3414,United,,toromiller,,0,@united why do you want me to be loyal  if don't let me carry on my bag that easily fits in overhead,,2015-02-22 22:14:09 -0800,"Boston, MA",Eastern Time (US & Canada)
12274,570246108699627521,positive,1.0,,,American,,nicole__cooper,,0,@AmericanAir Thanks for the quick response - it's appreciated!,,2015-02-24 07:37:21 -0800,"Wichita, KS",Central Time (US & Canada)
7106,569936426902687744,neutral,0.6596,,,Delta,,esrce_,,0,“@JetBlue: Our fleet's on fleek. http://t.co/t2qBGAMfpc” this happened,,2015-02-23 11:06:47 -0800,,Eastern Time (US & Canada)
8521,568195569350549504,negative,1.0,Customer Service Issue,0.3588,Delta,,GenuineJack,,0,"@JetBlue, my dads vacation to SXM got delayed a day because of @AmericanAir shoddy service. Earliest FLL &gt; SXM flight? trying to hep him out",,2015-02-18 15:49:14 -0800,Massachusetts,Central Time (US & Canada)
6125,568204029517553665,neutral,0.6879,,0.0,Southwest,,ericcox122685,,0,@SouthwestAir I will be writing in about the service via email. My company also transports well over 100 clients monthly via SW.,,2015-02-18 16:22:52 -0800,,Central Time (US & Canada)
3666,568195829238005760,negative,0.6556,Bad Flight,0.3333,United,,JaimeAlexis,,0,"@united makes total sense, except flight wasn't full :) I've got empty seats around me &amp; overheads were more than half open when I boarded.",,2015-02-18 15:50:16 -0800,"San Francisco, CA",Eastern Time (US & Canada)
7780,569249704543965184,positive,1.0,,,Delta,,delmo75,,0,@JetBlue great flight http://t.co/E0R0NTO4TR,,2015-02-21 13:38:00 -0800,,
11295,568231913040814080,negative,1.0,Can't Tell,0.3608,US Airways,,ClareGannon,,0,@USAirways you used to have an evening flight DCA-DSM and an early AM return. Now it's middle of the work day for both. Inconvenient.,,2015-02-18 18:13:39 -0800,,Eastern Time (US & Canada)
11365,568167414493532161,negative,1.0,Flight Attendant Complaints,1.0,US Airways,,od2be2003,,0,"@USAirways ""admirals club"" at CLT has rude, and ignorant front desk staff...@AmericanAir you have fallen so far...THANKS DOUG PARKER!!!",,2015-02-18 13:57:22 -0800,"Dallas, TX",Eastern Time (US & Canada)
11932,570295576446808065,negative,1.0,Customer Service Issue,1.0,American,,HollyKinnamon,,0,@AmericanAir I have been on hold w/customer service line for 68 minutes.  This after I was on phone with an agent for 35 min b/f call droped,,2015-02-24 10:53:55 -0800,"Washington, DC",Quito
7601,569514471296774146,negative,1.0,Late Flight,1.0,Delta,,djkeating13,,0,@JetBlue Are there airport-wide delays at BOS or did we just get unlucky with 152?,,2015-02-22 07:10:05 -0800,"Malden, MA",Eastern Time (US & Canada)
14520,569604425238454273,negative,1.0,Flight Booking Problems,0.5561,American,,LIGal19,,0,@AmericanAir my flt is at 7a tom. I have now rec'd notification that I'm going out from some other airport,,2015-02-22 13:07:32 -0800,"ÜT: 40.881241,-73.107717",Quito
8229,568586894776406017,negative,1.0,Flight Attendant Complaints,0.6509,Delta,,lopezlaymari,,2,@JetBlue it is absurd that I have waited more than 45mins because the flight attendant assigned for my flight is Late Flight. You dont have others?,,2015-02-19 17:44:14 -0800,Miami | Puerto Rico ,
7693,569343003476819969,neutral,0.6641,,0.0,Delta,,dgruber1700,,0,@JetBlue flite454,,2015-02-21 19:48:44 -0800,,
4413,570265397058002944,negative,1.0,Cancelled Flight,1.0,Southwest,,Heavenlychc9,,0,@SouthwestAir flight to Atlanta getting Cancelled Flightled and then had to re schedule on the phone for over 1.5 hours with a rep this bumping us,,2015-02-24 08:54:00 -0800,,
10293,569387211025727488,negative,1.0,Can't Tell,1.0,US Airways,,BiavatiJon,,0,@USAirways is the worst. Why on earth would @AmericanAir merge with them? I won't be flying either of them any time soon.,,2015-02-21 22:44:24 -0800,,
9598,569846619996360704,neutral,1.0,,,US Airways,,Plopadiddy,,0,"@USAirways  I just reserved a flight with my companion certificate, where do I mail the certificate for verification???? THX!!!",,2015-02-23 05:09:56 -0800,,Hawaii
10734,568929010966765568,negative,1.0,Customer Service Issue,0.6885,US Airways,,scottsalkin,,0,@USAirways your team was just terrifyingly rude to a young mother &amp; her baby trying to check in to a flight from PHX to JWA. Help her out.,,2015-02-20 16:23:41 -0800,San Francisco & Scottsdale,Pacific Time (US & Canada)
6348,568039503065174016,positive,1.0,,,Southwest,,benjikuriakose,,0,@SouthwestAir just did last night. Thanks for following up. :),,2015-02-18 05:29:05 -0800,"FL, US of A",Eastern Time (US & Canada)
8799,567841828411551744,positive,0.6832,,,Delta,,StacyCrossB6,,1,"@jetblue #philly lost and read program - Our customers get hot tea, great crewmembers, top notch info &amp; now #BOOKS! http://t.co/9rAGncw2Bk",,2015-02-17 16:23:36 -0800,Philadelphia,Eastern Time (US & Canada)
3746,568157049344937984,negative,1.0,Cancelled Flight,1.0,United,,qlyss8,,1,@united I had to change airports to actually get a flight out when my flight from FAY was Cancelled Flightled twice. $180 taxi ride to RDU--reimburse?,,2015-02-18 13:16:11 -0800,"Texas, USA",Mountain Time (US & Canada)
6890,570058565974675456,negative,1.0,Can't Tell,1.0,Delta,,djcheros,,0,@JetBlue if I had made as many mistakes as you in as short a period of time. I would I have lost my job at this point!!!,,2015-02-23 19:12:07 -0800,"Portland, Maine",Eastern Time (US & Canada)
10249,569459269394956288,negative,1.0,Cancelled Flight,1.0,US Airways,,ChrisWalters_WV,,0,"@USAirways worst experience with you. Cancelled Flightled flight, no voucher and no luggage because ""ramp was broken."" No other ramps in Charlotte??",,2015-02-22 03:30:44 -0800,West Virginia,Central Time (US & Canada)
14535,569602682505138176,negative,1.0,Flight Booking Problems,0.6538,American,,nubzjubz,,0,@AmericanAir Flight Cancelled Flighted and rebooked but agent made a mistake and booked wrong date! Been trying to get through via phone for hours!!,,2015-02-22 13:00:36 -0800,,Eastern Time (US & Canada)
10395,569333934670139392,positive,1.0,,,US Airways,,asset25,,0,@USAirways First class service on US 769 PHL-MCO today from the flight attendant in F. I didn't catch her name but she was top notch!,,2015-02-21 19:12:42 -0800,,
395,568245360998658048,positive,1.0,,,Virgin America,,GeorgettePierre,,0,@VirginAmerica thank you,,2015-02-18 19:07:06 -0800,your third eye...,Eastern Time (US & Canada)
621,570246963901427713,negative,1.0,Customer Service Issue,1.0,United,,jammyrascals,,0,@united ok it's now been 7 months waiting to hear from airline. I gave them quite a bit more than the 30 days requested! Terrible service,,2015-02-24 07:40:45 -0800,"Marlow, UK",London
8002,568888413308391424,positive,0.7153,,,Delta,,GuidanceGirlEm,,0,@JetBlue he loved the #natural #beefjerky snacks😉,,2015-02-20 13:42:21 -0800,"New York, New York",Central Time (US & Canada)
11940,570290337169739776,negative,0.6772,Cancelled Flight,0.3829,American,,SusieBarre,,0,@AmericanAir I need a flight out tonight. Isn't there anything else?,,2015-02-24 10:33:06 -0800,,
3299,568541544506114048,negative,1.0,longlines,0.6762,United,,JFED15,,0,@united your airline is a joke. 1 person working special services at EWR?!? Line is 15 ppl deep. GROW UP!,,2015-02-19 14:44:01 -0800,,
5968,568453988758233089,positive,1.0,,,Southwest,,jlittle100,,0,@SouthwestAir thank you!!! #bringbacktheluvtordu #miami #directflights,,2015-02-19 08:56:06 -0800,,
12158,570273710210469888,positive,1.0,,,American,,Mtts28,,0,@AmericanAir These are some awesome photos. Thanks for sharing! 😁,,2015-02-24 09:27:02 -0800,Virginia,Eastern Time (US & Canada)
1153,569912776199704578,negative,1.0,Cancelled Flight,0.6507,United,,PhilipRose,,1,"@united Cancelled Flights flt from EWR. ""No crew"".Tells wife &amp; 4 yr old to ""get to NY to catch @AirCanada"" to YYZ! Good #customerservice is dead.",,2015-02-23 09:32:48 -0800,"Toronto, ON.....for now.",Central Time (US & Canada)
5328,569188394716278786,negative,1.0,Customer Service Issue,0.6513,Southwest,,davidgoodson71,,0,@SouthwestAir  when you take my money and do not provide a service makes for a profitable venture for your company. #IsItTheGaryKellyWay?,,2015-02-21 09:34:22 -0800,,
1824,569568158584950787,negative,1.0,Lost Luggage,0.6888,United,,Bozboyku1,,0,@united My bag is lost and I can't get ahold of anyone that can help,,2015-02-22 10:43:25 -0800,Lees Summit,Mountain Time (US & Canada)
5569,568889146179072000,negative,1.0,Customer Service Issue,1.0,Southwest,,davidgoodson71,,0,@SouthwestAir  after 38 minutes on the phone I'm given another number to call now still on hold with them. http://t.co/1ZT2kEe8up,,2015-02-20 13:45:16 -0800,,
9766,569676387113672704,negative,0.7047,Lost Luggage,0.7047,US Airways,,dooriesstories,,0,@USAirways got off stand by list and on earlier flight to DCA. What is the status of my checked bag? Was supposed to be on #4047 thanks,,2015-02-22 17:53:29 -0800,DC|LA,Eastern Time (US & Canada)
11543,568029718173356033,negative,1.0,Flight Attendant Complaints,0.6545,US Airways,,_DeeGotDaLoud,,0,@USAirways Has the most useless &amp; Rude employees ever at Philadelphia airport never again will I fly with them ! 😤,,2015-02-18 04:50:12 -0800,Tri-State ,
4972,569589955837628416,neutral,1.0,,,Southwest,,MysticlyClear,,0,@SouthwestAir  I heard a rumor flight 898 was Cancelled Flightled.  Is this true?,,2015-02-22 12:10:02 -0800,Texas,Mountain Time (US & Canada)
5687,568807206059028481,negative,0.6629999999999999,Late Flight,0.6629999999999999,Southwest,,coltsgal88,,0,@SouthwestAir If you could get me on the 12:15 flight! My 10:10 has been delayed until 1:05.,,2015-02-20 08:19:40 -0800,,
12277,570245367607857153,positive,1.0,,,American,,ShpprMktMichael,,0,@AmericanAir thanks for the update,,2015-02-24 07:34:24 -0800,USA,
542,570286924277030912,negative,0.6538,Customer Service Issue,0.6538,United,,megfalcone,,0,"@united yes please! I am newly married and trying to update my last name on a preexisting international flight! It seems so easy, but...",,2015-02-24 10:19:32 -0800,,Pacific Time (US & Canada)
11032,568601527591440386,negative,0.6593,Flight Booking Problems,0.3407,US Airways,,Jamayka,,0,@USAirways I submitted refund request b4 1st flight 2 days ago. Is that all I need 2 do?,,2015-02-19 18:42:22 -0800,"Austin, TX",Central Time (US & Canada)
4661,569953672861388800,negative,1.0,Bad Flight,1.0,Southwest,,FactualRevolt,,0,"@SouthwestAir I can. Doesn't it seem fair that if our bags need to fit under our seats, we should need to fit in them?",,2015-02-23 12:15:19 -0800,,Arizona
6580,567771317705773056,neutral,0.6657,,,Southwest,,famousswan,,0,@SouthwestAir from LGA to San Diego,,2015-02-17 11:43:25 -0800,,
2868,568855465842466817,neutral,0.6838,,0.0,United,,ItsmeAndrewC,,0,@united UA6357 needs de-icing! Stat! We've waited our turn...,,2015-02-20 11:31:26 -0800,,
2778,568903193930764288,negative,1.0,Late Flight,1.0,United,,Csqd,,0,@united how about after 2.5 hrs at ORD another .5 on the tarmac + refuse to move me to an earlier flight you make it up to me? #iflyalot #bs,"[41.9653255, -87.87535719]",2015-02-20 14:41:05 -0800,"Vail, CO",Mountain Time (US & Canada)
9570,569870445710671872,negative,1.0,Customer Service Issue,0.6759999999999999,US Airways,,LarrySandeen,,0,@USAirways @AmericanAir - Burned a lot of time and cell minutes working through this flight issue - hopefully we fly home in the morning.,"[0.0, 0.0]",2015-02-23 06:44:36 -0800,Southeastern Pennsylvania USA,
13769,569720325165830144,neutral,0.6707,,0.0,American,,Cbarker5,,0,@AmericanAir I'm going to speak with customer service at the airport tomorrow morning and see what my options are. I need a flight tomorrow,,2015-02-22 20:48:05 -0800,"Kingsville, TX",Central Time (US & Canada)
14291,569641587766009856,negative,1.0,Customer Service Issue,1.0,American,,Cameratown,,0,@AmericanAir the fact that that rule makes it poor customer service. I can Cancelled Flight/change on @SouthwestAir with no penalty or hoops.,,2015-02-22 15:35:12 -0800,"Boston, MA",Eastern Time (US & Canada)
7251,569746271336062978,neutral,0.6566,,0.0,Delta,,schmanki,,0,@JetBlue wall separating in row 1. #safetyconcerns http://t.co/zTrDwV0N4l,,2015-02-22 22:31:11 -0800,,
7389,569628752231018496,negative,1.0,Late Flight,1.0,Delta,,BillChurchMedia,,0,@JetBlue Your scheduling skills failed. The delay went from four hours to nearly six. Don't tell me you were snowbound in PBI.,,2015-02-22 14:44:12 -0800,"Sarasota, FL",Pacific Time (US & Canada)
1138,569916152283041792,negative,0.6669,Can't Tell,0.3546,United,,fdashev,,0,"@united e-ticket # 0162389030167, refund request # 16866853, case id # 8465981",,2015-02-23 09:46:13 -0800,"Pittsburgh, PA",
295,568837602071203840,neutral,1.0,,,Virgin America,,NazarFakih,,0,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application.",,2015-02-20 10:20:27 -0800,,Pacific Time (US & Canada)
9812,569654471342600193,negative,1.0,Customer Service Issue,0.3543,US Airways,,shawnalea85,,0,@USAirways 2 hours and counting. ..what kind of travel voucher do I get for this??,,2015-02-22 16:26:24 -0800,,
12494,570152557475028992,negative,1.0,Bad Flight,0.3596,American,,cootiepoop,,0,"@AmericanAir just went to check into flight 24 hr advance, again husband and I are seated separately for 6hr flight! why does this happen??",,2015-02-24 01:25:37 -0800,"new orleans, la",Central Time (US & Canada)
3380,568481405681999872,neutral,1.0,,,United,,ljsbrooks,,0,@united still waiting for a response on whether or not you allow use of a rear facing car seat on an ERJ145.,,2015-02-19 10:45:03 -0800,,
10019,569568612215865344,negative,0.6867,Can't Tell,0.6867,US Airways,,ConNyoungjeezy,,0,@USAirways churn rate increasing by the second,,2015-02-22 10:45:13 -0800,Boston,Quito
14168,569659364530728961,negative,1.0,Flight Booking Problems,0.6658,American,,tampajody,,0,@AmericanAir ah if only we could get through. We've tried for over 2 hrs. Can we call @united?,,2015-02-22 16:45:50 -0800,Miami,Eastern Time (US & Canada)
4748,569878685723049985,neutral,0.6648,,,Southwest,,SaraAMartens,,0,@SouthwestAir thanks for linking to #Passbook. Might be old news but this is my first 2015 flight.,,2015-02-23 07:17:21 -0800,"Omaha, NE",Central Time (US & Canada)
4677,569942616617447424,negative,1.0,Bad Flight,0.6767,Southwest,,FactualRevolt,,0,@SouthwestAir this is not a fair set up. I payed for a full seat. I should get access to a full seat. http://t.co/SbA0ARicyq,,2015-02-23 11:31:23 -0800,,Arizona
2290,569275000232013825,negative,1.0,Lost Luggage,1.0,United,,keykeydoodle,,0,@united @USAirways @AmericanAir @americanone one of you has my bag! Claim 4016688561 and i want it in MGA!!!! Now!!!,,2015-02-21 15:18:31 -0800,Wonderland,Eastern Time (US & Canada)
5477,568957365464076288,negative,1.0,Cancelled Flight,1.0,Southwest,,SebastianAC,,0,@SouthwestAir Cancelled Flightled my flight and I'm stranded in St. Louis. Not sure what to do. No other flight until tomorrow. Am I to sleep in airpt,,2015-02-20 18:16:21 -0800,"Philadelphia, PA",Quito
2014,569475000660422656,neutral,1.0,,,United,,meigheyburn,,0,@united it can't be delivered. It has to be held there for me to cross the border to pick up. Please don't try to deliver.,,2015-02-22 04:33:15 -0800,"Akron, Ohio",Eastern Time (US & Canada)
10594,569151367702401025,negative,1.0,Customer Service Issue,1.0,US Airways,,tzutse,,0,"@USAirways on hold for 1hr, 30min. Not willing to hang in there as long as @franchise02. @AmericanAir answered in 7 min. U are not 1 yet.",,2015-02-21 07:07:15 -0800,Texas,Central Time (US & Canada)
7414,569621744295682048,negative,1.0,Late Flight,1.0,Delta,,gpsomo,,0,"@JetBlue from San Diego with a 4 hour delay to JFK!Even you have a Amex  JetBlue, even having over 50.000 travel miles, you're still nothing",,2015-02-22 14:16:21 -0800,New York,
12921,569980358206361601,negative,1.0,Late Flight,0.6639,American,,drinkmud,,0,@AmericanAir thanks - I miss my dog and this delay is costing me a lot of money.,,2015-02-23 14:01:21 -0800,Present ,Eastern Time (US & Canada)
4829,569692110619877376,negative,1.0,Late Flight,1.0,Southwest,,JoeStew82,,0,@SouthwestAir it's ok I was supposed to be in California 5hrs ago,,2015-02-22 18:55:58 -0800,Baltimore ,
5455,568984950709432320,neutral,0.6752,,0.0,Southwest,,MinderJoan,,0,@SouthwestAir @TifffyHuang I met my twitter friend waiting outside the Troubadour #DestinationDragons http://t.co/lf69waf5ad,,2015-02-20 20:05:58 -0800,,Eastern Time (US & Canada)
8698,567980868997763072,neutral,1.0,,,Delta,,JetBlueNews,,0,@JetBlue to End Partnership with American Express - http://t.co/WhuFmI2Ytd http://t.co/fbTEMFwRsP,,2015-02-18 01:36:06 -0800,USA,Sydney
8855,567797436652199936,negative,1.0,Customer Service Issue,1.0,Delta,,phil0616,,0,"@JetBlue 
But if customer service ment anything to you.... you would try. Quoting policy is never effective customer service.",,2015-02-17 13:27:12 -0800,"Florida, USA",
3088,568702964623216643,positive,1.0,,,United,,dan_roam,,0,"Thank you United! “@united: @dan_roam That's a beautiful place to stay a day longer. Have you been re-booked? If not, let me know. ^MN”",,2015-02-20 01:25:27 -0800,,
2758,568917786921009153,negative,0.6878,Can't Tell,0.3541,United,,archivelle,,0,"@united Also, group 5 is total BS.",,2015-02-20 15:39:05 -0800,New York,
14423,569618056605016064,positive,1.0,,,American,,TrueChief77,,0,"@AmericanAir Flight 2954, Dallas to Grand Junction #AmazingFlightCrew",,2015-02-22 14:01:42 -0800,970 Colorado,
6312,568058224433340416,negative,0.6701,Customer Service Issue,0.3402,Southwest,,ChrisWinn211,,0,"@SouthwestAir There is no option just to Cancelled Flight? I don't want to change flight, I want to Cancelled Flight.",,2015-02-18 06:43:29 -0800,"Worcester, MA ",Eastern Time (US & Canada)
10149,569522479049400320,negative,1.0,Bad Flight,0.6952,US Airways,,corybronze,,3,"@USAirways My family, friends and colleagues will NEVER  fly USAir again. Bad weather happens. The good airlines seem to communicate better.",,2015-02-22 07:41:54 -0800,,
4962,569603326947364864,negative,1.0,Cancelled Flight,1.0,Southwest,,megmclaughlin,,0,@SouthwestAir - thanks for Cancelled Flighting our flight to BOS. We're stranded in DEN til Wed night. The 7 of us will never fly #southwest again,,2015-02-22 13:03:10 -0800,,Eastern Time (US & Canada)
10090,569540652935069696,negative,1.0,Cancelled Flight,1.0,US Airways,,R_Bruns,,0,@USAirways Cancelled Flightled my flight then put me on a flight the next day.I need help from somebody other than a robot. PLEASE!!! Much appreciated,,2015-02-22 08:54:07 -0800,,
1869,569544730184261632,neutral,0.6871,,0.0,United,,WilliGranny,,0,@united can you assign seats,,2015-02-22 09:10:19 -0800,,Central Time (US & Canada)
9159,570098159076171776,positive,1.0,,,US Airways,,cookyvonne,,0,@USAirways thanks very much! I got thru on the phone &amp; everything is fine. Just love the website &amp; app ! Thanks for working on it!,,2015-02-23 21:49:27 -0800,,
9356,569970518381744128,negative,1.0,Customer Service Issue,0.6633,US Airways,,smaguire2,,0,@USAirways you are supposed to be in the business of belong customers; not humiliating them,,2015-02-23 13:22:15 -0800,,Atlantic Time (Canada)
10290,569388156031799297,negative,1.0,Customer Service Issue,0.6559,US Airways,,teammccabe,,0,@USAirways No US Air ppl anywhere in PHL directed stranded pax. Kudos to the PHL employees getting off work at midnight. Only help we got.,,2015-02-21 22:48:09 -0800,Cape Cod,Eastern Time (US & Canada)
10139,569525116725567491,negative,1.0,Lost Luggage,0.6364,US Airways,,sebastian_mcfox,,0,@USAirways The automated message isn't helpful and it's impossible to speak with a human right now. Desperately need our luggage :(,,2015-02-22 07:52:23 -0800,,
1218,569879943988948992,negative,1.0,Customer Service Issue,0.657,United,,ErinHughey,,0,@united no they aren't - I just called to check. #WORSTCUSTOMERSERVICE,,2015-02-23 07:22:21 -0800,"Maui, Hawaii",Hawaii
9076,570247763704868864,negative,1.0,Customer Service Issue,1.0,US Airways,,JenRomanoff,,0,@USAirways like they will call me? I'v been trying since yesterday and no one is answering...,,2015-02-24 07:43:56 -0800,,Eastern Time (US & Canada)
7489,569571763744452608,negative,1.0,Late Flight,1.0,Delta,,BillChurchMedia,,0,"@JetBlue If that was the case, why did your alert arrive so Late Flight? Four-hour delay? Don't buy it.",,2015-02-22 10:57:45 -0800,"Sarasota, FL",Pacific Time (US & Canada)
8976,570306715880706049,negative,1.0,Bad Flight,0.6505,US Airways,,Anthony_Scerri,,0,@USAirways flight 645 to Phoenix deboards passengers going to Salt Lake City because they can't resolve a simple bathroom issue. #fail,,2015-02-24 11:38:11 -0800,"Astoria, NY",Quito
849,570053482029277184,negative,1.0,Late Flight,1.0,United,,stopz,,0,@united  what is the real deal with the delay on flight UA 1032 from Denver to Vegas?,,2015-02-23 18:51:55 -0800,,
2861,568859157253611520,negative,1.0,Customer Service Issue,0.6407,United,,DavidM2357,,0,"@united No. SATO rebooked me. Just upset that my travel office had to fix this, and you couldn't.",,2015-02-20 11:46:06 -0800,"Charleston, SC",
7155,569924676715220992,neutral,0.6657,,,Delta,,DrewLitavis,,1,💯💯💯 RT @JetBlue: Our fleet's on fleek. http://t.co/SrM13qbRZD,,2015-02-23 10:20:06 -0800,"New York, NY",Eastern Time (US & Canada)
6665,567738743491411968,neutral,0.6527,,0.0,Southwest,,DaxJeter,,0,@SouthwestAir myself and 2 others,,2015-02-17 09:33:59 -0800,"Nashville,TN",
14586,569595399557685248,negative,1.0,Customer Service Issue,0.6579,American,,rcshore,,0,".@AmericanAir nice 2 know. I paid 4 a seat. Then you sold my seat. now I bought a 3rd seat. It's a good scam, but a scam all the same.",,2015-02-22 12:31:40 -0800,"Washington, DC",Quito
14003,569678620878376960,negative,1.0,Customer Service Issue,1.0,American,,NickLeghorn,,0,"@AmericanAir FYI twice now I've tried the ""we'll call you when someone is free"" thing. Both times it called, I picked up, then it hung up.",,2015-02-22 18:02:21 -0800,"San Antonio, TX",
9647,569758482989084674,negative,1.0,Customer Service Issue,0.6904,US Airways,,rossj987,,0,@USAirways you guys should be nice and just give your routes to jet blue and southwest.  At least they treat their customers properly.,,2015-02-22 23:19:42 -0800,"Washington, D.C.",Eastern Time (US & Canada)
10925,568780741909319680,negative,1.0,Can't Tell,0.6664,US Airways,,KarileeD,,0,.@USAirways You'll be receiving a long &amp; detailed complaint letter soon. Long story short: never flying USAir again.,,2015-02-20 06:34:30 -0800,New Hampshire,Atlantic Time (Canada)
9659,569747533641199617,negative,1.0,Can't Tell,1.0,US Airways,,FallNightLights,,1,@USAirways is the worst airline to ever travel with.,,2015-02-22 22:36:12 -0800,Detroit - Hampton U.,Quito
1188,569901679975522304,negative,1.0,Late Flight,1.0,United,,LukeXuanLiu,,0,"@united my UA3426 on 2/19 was also delayed by 2 hours, stretching my trip way past the midnight, extremely exhausting!",,2015-02-23 08:48:43 -0800,,Atlantic Time (Canada)
10233,569472029717610496,negative,1.0,Cancelled Flight,0.6715,US Airways,,Marci_DZ,,0,"@USAirways wow.. Flight Cancelled Flightled, slept on the floor at the airport and now flight delayed",,2015-02-22 04:21:26 -0800,,Eastern Time (US & Canada)
6416,567872411418247169,negative,1.0,Customer Service Issue,1.0,Southwest,,tomhsu4,,0,@SouthwestAir no self help way to put in tsa pre check number for existing reservation. Very annoying. 800 is not reachable.,,2015-02-17 18:25:08 -0800,,
5465,568971449815289856,neutral,0.6627,,0.0,Southwest,,SebastianAC,,0,"@SouthwestAir my father was kind enough to offer to pay for a hotel, but I can't use this coupon if he pays from FL. no help?",,2015-02-20 19:12:19 -0800,"Philadelphia, PA",Quito
10024,569566514132717568,negative,1.0,Can't Tell,1.0,US Airways,,SS8085,,0,"@USAirways After today,no reason 4 anyone to not approve merger with @AmericanAir,other airlines have no reason to fear losing business to U",,2015-02-22 10:36:53 -0800,"Dallas, Burlington, Boston",Eastern Time (US & Canada)
